"","Control 2h","Control 2h_2","Control 2h_3","Control 6h_1","Control 6h_2","Control 6h_3","Control 10h_1","Control 10h_2","Control 10h_3","Control 24h_1","Control 24h_2","Control 24h_3","Virus 2h_1","Virus 2h_2","Virus 2h_3","Virus 6h_1","Virus 6h_2","Virus 6h_3","Virus 10h_1","Virus 10h_2","Virus 10h_3","Virus 24h_1","Virus 24h_2","Virus 24h_3"
"CKAP2",44.3943,36.8717,38.1281,33.9699,30.6224,20.3361,24.2396,31.1419,20.4183,50.2268,43.6972,44.2824,36.8304,37.4646,32.1871,34.3465,30.0879,25.8134,29.6734,29.7623,26.2338,44.0743,35.7125,23.5218
"CKAP4",3306.5383,3319.8326,3470.1797,3175.7132,3305.436,3258.7503,3321.2257,3368.7222,3260.2866,3338.9226,3150.3876,3152.8281,3274.1845,3254.4588,3363.5391,3320.723,3306.5943,3318.351,3353.5719,3239.9109,3334.0954,3828.4271,3477.8337,3486.1385
"CKAP5",5616.52,5462.27,5664.74,5459.76,5275.07,5399.68,5298.98,5175.34,5185.69,5570.42,5362.15,5542.63,5435.16,5401.72,5574.92,5335.07,5377.24,5332.41,5582.25,5431.43,5122.12,5696.05,5384.45,5115.74
"CKMT1A",166.257,159.718,159.057,149.905,134.143,151.864,135.537,145.052,145.656,152.664,158.34,163.173,157.998,147.538,153.338,144.173,146.784,143.376,148.503,152.911,150.824,159.581,160.113,153.158
"CKS1B",503.0788,476.1153,545.9945,461.1937,381.9026,409.4976,434.9443,452.8241,407.5959,542.6631,486.7153,495.4723,441.1121,457.6789,479.6091,435.1656,461.259,432.6876,419.8695,439.5449,425.9041,454.7703,452.3524,418.8047
"CKS2",46.6529,47.7352,45.3717,43.4401,44.7231,45.3531,55.153,50.1794,40.8427,33.9247,46.0227,56.8792,48.3926,52.4612,45.2354,42.4342,45.7757,45.3167,33.8872,45.5645,35.9176,37.5522,45.5501,49.3594
"CLASP1",874.633,850.387,909.643,853.786,831.258,857.328,794.667,828.219,817.362,822.938,849.469,878.226,866.048,839.871,904.321,862.063,860.554,878.386,869.503,843.277,854.389,910.25,854.716,875.264
"CLASP2",299.754,291.603,311.344,293.223,292.502,289.041,272.214,281.571,297.514,282.897,296.963,305.204,290.48,301.071,303.652,292.925,292.789,297.338,297.889,315.725,291.808,291.438,292.791,283.185
"CLCC1",107.775,113.543,102.362,104.953,107.497,94.5261,103.748,123.058,97.2521,101.282,98.15,102.507,99.2221,105.064,100.752,105.889,114.017,102.445,96.0862,101.024,83.4941,90.4853,97.8823,88.2189
"CLCN5",16.2878,17.3659,15.5582,19.6552,19.995,15.9075,16.4507,19.8395,14.4804,17.7614,19.3481,19.4387,19.0401,20.8761,23.8892,18.7696,17.7181,16.3569,17.2778,19.2419,13.156,19.7492,22.5435,18.9636
"CLCN7",345.192,337.045,330.733,363.549,332.983,331.348,362.866,344.001,345.09,420.76,394.38,390.185,359.917,336.7,333.662,355.36,325.971,327.934,388.58,367.017,378.361,347.937,347.671,342.406
"CLDN24",181.253,179.167,210.92,175.108,181.74,205.335,186.37,199.952,195.448,177.432,175.29,208.749,186.113,199.789,198.08,188.077,203.933,218.829,194.579,185.74,229.386,151.005,149.796,191.809
"CLDN3",174.035,164.842,172.884,169.729,158.199,184.178,138.263,131.767,158.47,115.813,115.253,121.643,174.58,161.379,180.094,168.914,157.066,167.975,151.163,133.749,167.384,119.894,130.149,151.836
"CLDN4",41.5396,47.1059,35.4565,44.7837,51.1404,50.4541,43.6656,45.5808,52.9626,33.2736,36.0526,31.0636,43.8133,49.4899,42.1777,42.6264,50.6814,50.9714,42.7742,44.1349,56.0363,37.8725,49.9475,28.5242
"CLDN6",534.964,529.456,540.448,538.108,567.107,581.884,548.507,566.122,562.783,574.739,550.515,583.438,531.043,526.366,515.476,520.313,511.305,545,565.661,542.591,580.19,609.189,584.22,593.709
"CLDND1",132.979,125.039,123.875,75.4906,100.693,102.91,99.447,103.263,111.52,113.601,117.647,108.082,103.457,107.535,110.879,114.414,96.2874,114.068,127.446,107.76,106.652,101.154,146.244,147.397
"CLIC1",5004.53,5134.79,5181.2,5299.83,5344.53,5311.69,4896.91,5075,5233.86,4682.75,4846.76,4834.65,5013.91,5124.48,5217.75,5047.03,5172.56,5136.02,4996.16,5058.22,5461.71,4999.98,4996.47,5054.38
"CLIC4",1056.12,1036.02,990.229,985.46,1009.63,970.07,1002.42,957.266,1022.96,998.596,979.561,978.677,1010.59,983.992,1052.83,1049.48,987.458,1005.42,1084.76,1041.7,1032.97,1043.92,953.299,993.128
"CLIC5",174.85,150.862,148.494,158.735,155.612,133.678,195.846,142.164,171.011,195.545,163.267,119.745,189.504,163.111,161.911,168.109,171.094,134.498,183.373,160.104,188.044,222.305,178.106,156.723
"CLINT1",2597.2,2650.88,2710.64,2619.84,2696.09,2674.78,2578.75,2647.58,2612.28,2771.04,2724.45,2710.35,2621.23,2629.96,2678.14,2642.7,2658.68,2636.99,2687.52,2689.21,2705.62,2449.34,2498.56,2495.4
"CLIP1",2192.698,2193.051,2186.13,2204.339,2205.497,2194.047,2228.884,2127.945,2191.447,2062.282,2087.701,2068.909,2243.309,2211.243,2203.006,2256.623,2180.754,2244.5,2274.059,2244.871,2181.839,2221.383,2247.317,2106.747
"CLIP2",321.123,329.329,323.76,341.471,379.15,381.59,333.731,317.163,381.207,302.644,326.112,328.856,334.684,352.865,340.262,336.27,351.46,345.645,348.055,341.85,361.877,328.373,354.449,367.946
"CLMN",134.648,125.506,96.072,100.537,108.956,104.889,123.069,107.705,111.441,99.6061,104.118,97.4537,117.675,121.338,99.9219,124.931,119.145,97.8739,111.673,103.925,119.871,93.291,117.267,123.864
"CLN5",53.5019,58.8704,60.722,59.2486,63.209,57.8139,58.6959,64.9306,60.2023,56.0631,69.9766,62.4434,58.4955,66.957,55.5514,54.5251,68.6073,60.0048,60.3946,67.5895,60.174,64.9267,63.6162,71.451
"CLN6",47.1575,50.9453,55.3603,46.0812,45.2184,52.5055,50.0832,48.9548,48.6676,59.0709,46.017,52.8539,48.6555,51.5887,58.1918,49.2933,50.0314,48.9875,54.1613,52.2454,53.0439,57.3247,53.1393,45.6954
"CLNS1A",410.544,416.291,404.388,418.308,398.771,374.326,411.102,410.148,363.678,430.385,422.271,403.619,394.74,401.641,380.17,400.414,389.308,365.009,401.906,442.49,379.624,454.711,429.818,434.734
"CLPB",909.241,927.679,885.901,839.84,823.604,800.033,852.255,815.263,813.262,869.372,874.291,825.715,887.019,888.423,854.148,879.402,836.59,833.92,828.526,879.687,820.93,880.973,855.406,863.853
"CLPP",646.774,654.676,650.576,595.75,629.924,590.486,642.343,650.822,634.595,632.585,631.265,625.435,633.769,636.451,594.873,616.719,644.492,612.197,600.259,621.499,612.913,666.426,788.023,673.292
"CLPTM1",971.343,979.073,1047.44,976.156,939.728,932.048,904.06,950.389,885.361,1036.89,1025.02,1077.19,926.251,939.359,1031.39,945.906,940.48,977.097,978.734,951.378,878.372,1052.66,1067.04,993.514
"CLPTM1L",559.933,552.075,570.168,504.989,467.056,505.932,533.708,541.969,538.641,551.356,533.09,552.688,550.399,569.473,560.43,532.885,561.298,558.901,558.736,556.677,554.151,581.018,587.766,546.826
"CLPX",1748.42,1683.72,1808.28,1749.36,1685.73,1685.66,1736.96,1639.54,1612.09,1922.95,1805.09,1862.64,1646.69,1683.86,1733.2,1724.66,1644.23,1687.95,1796.18,1781.92,1645.33,1678.49,1622.99,1698.5
"CLSTN1",18.6269,19.9063,21.9293,25.3065,20.353,16.8089,23.1851,24.43,15.1695,17.3634,22.102,17.6607,17.6008,15.8674,17.8586,19.1632,16.644,15.2496,19.9828,18.7299,16.8086,14.4423,18.7559,17.7644
"CLTA",1256.27,1266.67,1457.19,1307.88,1418.92,1490.18,1383.53,1385.14,1307.51,1494.52,1501.19,1383.76,1410.06,1443.95,1564.25,1470.33,1506.23,1435.42,1355.89,1453.38,1335.86,1459.53,1210.68,1324.24
"CLTB",879.245,945.554,1089.18,1059.95,1096.99,1238.18,1145.73,1056.02,1197.17,1103.99,1094.74,1087.87,1063.69,1088.34,1134.97,1102.35,1126.26,1204.75,997.931,1123.27,1152.87,1055.6,912.319,1089.95
"CLTC",15368.5,15256.83,15158.93,15420.45,15188.74,14833.07,14813.86,14592.29,14577.35,14885.56,14687.06,14699.99,15280.25,14944.65,15116.23,15200.97,15294.61,14946.34,15240.92,15281.24,15172.84,16063.31,15865.77,15920.34
"CLU",233.867,225.216,242.087,70.0416,90.6808,108.478,192.143,199.754,187.753,195.34,190.749,182.465,191.822,186.116,192.371,204.961,171.057,194.437,258.559,178.981,192.74,222.582,215.331,188.514
"CLUH",2028.08,1988.69,2099.55,2014.91,1975.21,1962.8,2065.83,2208.58,2042.02,2338.19,2353.75,2328.1,2026.67,1969.64,1991.43,2031.32,1984.46,1971.61,2224.73,2222.24,1971.72,2287.78,2321.75,2094.95
"CMAS",1370.08,1375.42,1375.3,1411.55,1410.27,1353.77,1291.17,1359.61,1336.1,1267.58,1310.87,1252.74,1407.35,1333.62,1381.29,1380.7,1360.75,1352.67,1360.37,1374.26,1384.87,1427.44,1282.06,1348.42
"CMBL",687.843,673.958,688.918,584.17,621.802,646.78,706.19,645.042,644.539,732.687,680.719,703.401,692.05,663.481,665.424,688.115,659.042,680.779,715.771,699.74,688.185,688.11,674.275,658.835
"CMC2",155.809,137.342,144.104,142.253,131.19,146.162,147.157,133.169,137.113,126.341,127.512,139.718,154.682,141.072,141.96,155.709,136.425,143.937,150.55,127.444,140.745,129.569,114.867,135.041
"CMIP",73.0171,76.1319,60.7452,73.8791,66.3255,59.4356,68.0066,77.5865,60.9127,61.4904,60.4958,45.1453,71.9492,76.1104,66.7947,82.9614,81.7236,67.2944,71.4244,72.0877,66.0671,70.051,73.2117,61.4149
"CMPK1",1620.17,1584.16,1681.05,1602.06,1585.17,1731.12,1658.75,1651.75,1700.47,1587.87,1547.43,1638.72,1716.05,1616.86,1690.52,1594.89,1701.69,1728.87,1714.61,1663.36,1790.9,1549.12,1407.54,1554.77
"CMTM4",116.431,112.169,127.601,124.078,120.316,115.445,122.967,103.451,104.244,142.008,120.602,115.644,112.519,115.502,123.115,108.119,106.666,101.748,119.356,110.074,109.821,132.605,117.841,104.013
"CMTM6",71.452,75.9509,72.3077,79.3123,56.972,70.4915,80.3353,62.6351,67.9465,72.1219,62.8642,63.1169,64.1136,55.427,65.8824,67.0944,65.7674,67.7964,51.1298,56.5618,67.5421,60.0244,63.5293,71.4201
"CMTM7",48.999,49.5267,47.0684,47.7791,49.8028,56.3135,52.4056,52.133,56.6291,47.372,57.4603,57.717,56.1486,51.9602,55.5334,45.9385,55.1415,49.8786,47.4548,58.3517,60.7741,56.5167,48.1759,58.9148
"CMTR1",122.732,135.465,112.137,121.021,119.662,109.031,113.689,121.467,102.4,116.612,131.292,109.637,108.754,127.391,113.38,129.332,117.598,108.759,125.429,135.297,108.262,120.397,125.171,109.737
"CNBP",135.406,149.749,144.465,139.47,155.763,154.856,153.236,145.231,153.421,147.049,160.14,159.211,142.087,144.604,157.232,159.755,137.708,147.749,148.854,135.259,157.207,113.934,151.654,155.98
"CNDP2",1492.13,1409.65,1493.46,1521.44,1433.97,1478.01,1518.88,1461,1484.73,1603.51,1538.17,1472.89,1503.78,1437.61,1468.84,1477.09,1543.81,1465.02,1556.59,1479.8,1617.38,1620.56,1651.21,1712.18
"CNGB1",293.57,276.145,298.329,299.144,291.038,302.378,281.517,301.217,307.757,305.584,282.206,299.665,314.852,303.623,302.799,314.554,297.904,308.322,303.111,293.593,305.285,319.005,329.885,316.291
"CNIH4",69.6297,87.6879,79.9869,82.7957,91.6031,88.0327,70.9704,76.5105,85.1674,76.2572,87.3244,85.6058,80.8116,83.1754,84.8594,69.8901,91.9208,82.2394,78.1681,90.4223,88.7591,79.5169,73.5668,85.4553
"CNN2",1933.205,1922.418,1956.155,1867.379,1860.96,1928.971,1840.99,1824.73,1957.339,1904.684,1862.573,1878.634,1996.876,1944.165,1977.004,1923.68,2000.726,1964.98,1991.624,2000.17,2127.957,2151.036,1975.553,1967.308
"CNN3",1588.27,1541.97,1589.69,1510.9,1483.11,1526.96,1484.24,1448.38,1511.52,1485.46,1436.02,1471.89,1599.19,1579.94,1622.5,1545.33,1588.78,1561.62,1587.27,1510.13,1634.36,1676.26,1482.41,1605.15
"CNNM2",98.5278,113.118,95.1343,94.4441,104.761,98.6519,89.4927,92.545,95.2064,85.904,88.2532,93.7807,97.5859,104.42,100.358,95.1336,110.895,94.1519,96.4844,96.9792,91.3353,111.875,115.653,107.871
"CNNM3",184.187,186.3861,193.7845,183.2459,177.0775,180.59,166.6538,172.8875,166.8336,192.8741,206.8336,200.7948,170.3055,188.2072,198.8278,173.6809,171.2388,173.8152,175.1076,186.8277,169.6864,174.1998,199.6709,208.0888
"CNNM4",185.828,185.3,168.807,161.533,183.478,165.907,175.125,182.184,167.803,162.429,175.397,158.627,181.941,181.667,157.582,168.077,179.201,163.232,164.671,180.39,171.623,167.185,198.463,180.199
"CNOT1",1919.79,1923.62,2088.54,1918.11,1877.82,1867.68,1851.99,1846.86,1830.93,1976.73,1894.3,1946.36,1897.01,1917.9,1926.09,1924.36,1866.64,1853.08,1930.98,1935.69,1782.78,1851.89,1917.79,1870.61
"CNOT10",417.827,401.679,408.656,413.79,386.299,408.769,375.173,393.491,388.17,424.45,421.828,405.187,417.461,406.873,437.191,397.932,374.06,386.478,408.46,424.215,395.965,417.623,390.573,380.097
"CNOT11",67.0093,66.3683,59.9104,61.7392,61.9166,58.588,58.3014,61.485,60.2442,61.3164,60.2702,52.2433,64.8206,64.1379,58.3494,65.7794,65.8976,59.5592,58.3074,65.5172,59.8178,55.1381,56.9359,49.4007
"CNOT2",559.911,569.534,558.443,534.397,557.278,555.699,489.957,519.236,530.545,535.16,523.428,558.123,553.548,571.964,590.799,531.191,510.192,538.036,559.787,554.683,546.666,498.781,499.129,500.592
"CNOT3",447.548,441.223,459.746,447.096,433.261,407.261,439.296,415.114,398.869,429.199,424.036,435.444,421.279,421.369,411.332,446.264,413.978,412.356,463.455,430.552,422.585,396.67,419.404,423.365
"CNOT4",35.2939,41.2371,34.8774,43.251,38.4661,38.5634,33.8758,39.8308,35.5812,35.3724,52.0826,45.7528,40.0707,35.2981,37.2343,36.4196,36.8488,34.6675,36.9198,45.0786,36.1551,38.8009,30.029,39.7451
"CNOT6",63.5253,61.4478,57.6296,63.4775,73.5317,58.0492,57.9869,57.7346,49.4996,61.3553,56.537,48.5178,62.0367,61.0313,57.7059,60.7234,66.1614,54.3276,63.4287,57.1571,55.3924,59.3248,66.7272,45.4867
"CNOT7",194.892,199.359,193.431,203.868,189.129,201.846,192.859,189.273,191.479,196.157,175.02,190.03,197.341,183.05,187.152,196.514,188.946,194.346,199.312,180.855,195.835,185.763,203.204,203.682
"CNOT8",45.2699,45.1639,41.1184,46.58,33.1055,34.0306,39.2831,33.494,35.5284,45.2885,49.7066,41.8015,47.8157,41.2948,46.5462,36.9519,38.2765,36.9344,37.2985,44.7739,43.0437,33.4422,37.6277,39.6313
"CNOT9",183.076,171.702,174.234,149.325,165.104,171.42,152.127,164.217,178.155,176.655,195.895,184.268,171.309,178.021,183.381,165.951,174.011,173.31,173.365,187.757,179.048,163.588,187.042,173.882
"CNP",1585.37,1522.3,1565.72,1544.61,1450.96,1460.5,1490.2,1430.78,1381.5,1561.1,1500.98,1470.87,1486.49,1495.94,1474.47,1556.64,1474.77,1487.58,1503.62,1515.24,1507.05,1657.44,1675.68,1618.97
"CNPY2",699.8,730.631,685.12,706.951,720.915,709.333,728.13,734.737,717.149,739.266,756.565,735.017,768.057,741.134,737.219,735.373,760.211,730.381,729.866,752.368,734.703,687.729,714.8,660.754
"CNPY3",545.366,543.764,554.726,490.064,550.559,561.447,526.314,525.1,527.998,529.345,552.033,546.837,555.67,559.589,563.989,543.299,559.136,555.254,527.729,511.153,558.352,552.108,520.765,588.244
"CNPY4",11.224,12.3195,10.1487,12.9085,12.5717,12.2138,11.2588,14.6007,13.3924,11.1808,11.5247,12.0383,12.9244,12.957,10.8963,11.9179,10.2492,12.1021,12.6527,11.3004,10.9812,11.9988,21.2617,12.9036
"CNTN1",146.394,166.726,195.123,176.306,191.415,198.232,152.141,151.555,159.789,100.649,93.2788,122.41,142.908,160.453,174.813,176.579,178.257,192.503,163.356,176.526,182.987,150.782,158.88,145.075
"CNTNAP1",22.3811,19.8305,14.7084,13.9122,14.6373,14.7203,21.858,21.0934,16.4344,20.4273,23.2847,16.3873,21.542,19.7653,15.1892,22.9121,18.9477,15.4745,25.1835,17.5225,17.6821,27.6323,28.584,14.3279
"CNTNAP4",222.505,230.108,207.185,200.849,214.217,197.653,224.59,216.214,192.644,211.899,215.592,206.245,212.979,200.682,188.746,223.559,221.342,201.399,221.38,242.769,209.26,219.969,222.919,210.129
"COA3",719.589,613.642,706.565,677.553,597.131,591.475,706.881,626.321,589.462,777.727,668.816,662.448,662.063,635.382,676.129,677.165,621.41,632.367,678.96,621.49,622.833,707.904,592.991,584.331
"COA4",5.1836,6.86465,6.69209,0.465513,0,0,4.90749,4.74457,4.95555,6.29514,5.84114,6.72403,4.32827,6.62053,6.68418,5.10375,3.65049,3.56368,4.52305,7.3238,3.74325,3.36271,1.40619,3.69244
"COA6",166.537,187.101,182.019,136.064,205.713,209.336,189.513,173.862,189.822,198.459,197.282,194.073,207.771,200.975,203.034,181.472,190.254,196.766,199.136,184.852,170.858,159.35,142.407,122.302
"COA7",404.626,346.541,406.583,386.429,350.215,411.272,433.868,402.634,428.603,436.343,394.233,476.586,400.382,326.649,388.569,417.134,343.394,416.283,424.449,397.189,481.496,447.871,424.129,429.002
"COASY",377.887,334.628,371.409,343.388,329.898,346.446,384.261,348.08,361.469,376.024,330.815,370.725,356.894,348.972,370.938,378.147,344.12,376.473,381.957,353.515,346,355.314,293.356,316.161
"COBL",203.23,169.939,167.988,195.789,186.054,180.863,214.105,184,207.884,179.353,161.82,173.49,212.373,174.916,176.285,213.174,187.433,199.966,195.375,164.032,199.795,184.186,177.992,178.158
"COBLL1",2280.49,2226.44,2013.64,2273.99,2330.34,2240,2419.48,2451.52,2514.5,2372.97,2428.21,2208.96,2523.94,2433.26,2154.21,2315.71,2467.93,2247.18,2480.12,2469.92,2741.94,2316.72,2369.8,2423.44
"COG1",283.702,313.716,260.909,275.729,294.981,283.004,288.611,297.571,271.496,295.291,298.462,273.156,287.387,296.714,274.588,277.897,283.504,268.06,285.567,298.049,272.096,309.953,320.024,289.349
"COG2",856.923,839.854,815.722,856.647,868.717,838.294,854.865,809.25,800.475,871.865,820.74,798.83,886.564,888.838,842.739,857.749,849.28,849.067,913.133,906.234,831.671,883.131,881.971,837.339
"COG3",702.218,623.494,568.388,542.548,554.134,581.7,612.224,562.241,580.769,584.047,553.946,590.221,561.857,571.402,597.979,577.739,564.493,572.996,591.013,559.736,594.638,589.086,593.015,569.494
"COG4",603.832,608.078,627.424,604.746,632.026,633.94,640.161,615.608,612.067,630.011,636.952,655.803,637.097,635.045,602.928,654.398,617.568,635.851,635.027,626.171,634.406,657.141,626.148,667.669
"COG5",430.4,474.954,433.374,433.46,488.809,465.823,441.966,492.102,447.738,440.749,473.894,459.656,472.418,470.396,444.287,439.353,487.132,469.709,457.271,507.353,445.436,435.909,477.359,449.857
"COG6",435.199,445.848,463.609,412.762,413.089,461.729,417.016,426.354,442.34,416.857,400.532,438.546,455.227,453.391,467.284,411.214,405.672,450.26,421.684,423.837,433.629,395.112,396.507,428.338
"COG7",331.796,340.32,322.605,317.739,349.229,317.892,324.064,331.526,307.769,328.028,332.719,312.12,336.895,343.103,323.083,328.331,342.077,318.701,334.788,354.652,331.576,310.178,320.471,296.686
"COG8",252.342,238.073,242.096,292.804,243.358,237.008,265.256,248.952,234.001,275.128,255.957,253.056,246.298,248.988,254.972,277.551,249.536,248.272,286.378,255.916,244.926,215.805,242.119,250.576
"COIL",247.086,237.896,222.019,247.616,240.261,220.851,232.117,225.056,220.245,228.967,231.156,233.812,226.032,236.177,244.963,238.979,223,221.68,242.206,241.13,215.373,229.369,221.524,221.714
"COL12A1",88.0724,91.6203,81.0506,83.9948,90.6017,72.1407,79.3784,96.5482,89.6733,85.6429,88.9905,75.9317,93.4214,92.3979,99.6691,80.5783,85.0234,87.622,78.8048,99.7952,86.2887,81.6096,74.367,89.6074
"COL18A1",117.411,126.099,108.946,116.518,116.368,109.143,101.962,93.5744,117.573,114.857,106.063,105.9,127.049,132.363,102.453,103.612,110.335,107.782,104.37,104.531,130.486,112.482,112.54,98.3116
"COL3A1",15.9898,13.3046,16.9517,12.5238,13.8307,15.4691,11.3777,13.7908,21.2309,10.868,13.8447,14.292,18.1107,13.9036,14.8194,20.6592,13.8057,16.1389,14.2762,13.2168,15.0873,5.56725,13.9985,11.5997
"COL5A1",60.1478,57.4568,57.5565,39.9299,43.3384,41.7562,54.931,60.6559,60.9984,58.7577,64.7809,61.6732,57.324,64.6339,62.9754,55.2651,70.2442,56.9301,49.5885,58.8676,62.719,61.3043,71.5634,72.1363
"COLGALT1",919.617,942.864,924.97,830.023,806.884,811.559,892.068,917.114,920.841,894.892,927.246,924.549,944.356,901.065,880.389,949.003,941.923,911.041,1027.12,1058.58,1114.4,1160.46,1159.83,1256.77
"COMMD1",23.6463,21.2988,27.2349,25.5933,26.8604,21.7473,25.5902,17.1363,23.322,26.7841,14.7638,22.8173,22.6108,18.6552,34.2705,22.54,18.5129,23.1294,24.2914,20.9318,27.3357,30.2624,25.4754,23.3676
"COMMD10",61.9072,56.9701,60.6304,58.5985,61.0214,54.272,68.3515,52.0584,54.1306,64.0261,59.0133,63.567,55.2069,56.4918,63.4244,61.0018,56.656,56.547,59.9849,53.5576,61.9942,56.6354,50.1779,50.3893
"COMMD4",175.678,167.849,149.481,185.15,175.308,155.698,183.981,170.963,148.941,195.862,171.293,171.188,161.088,182.15,165.062,177.746,164.246,153.795,181.852,185.787,162.989,154.79,157.327,170.81
"COMMD5",82.9825,70.3541,93.9348,73.3001,81.2653,91.1354,75.5308,69.5846,90.9745,81.7764,80.2604,94.0838,79.5725,81.4706,90.5955,80.4364,80.007,81.8995,84.7922,77.6124,99.7941,81.2575,95.8124,84.5375
"COMMD6",100.656,85.9718,94.7877,81.6078,83.0274,65.5155,97.8898,88.1673,93.9651,81.9571,84.9609,91.5849,72.509,88.3183,77.8644,83.2033,85.8784,97.4332,81.1522,71.2813,81.2134,145.639,106.181,132.983
"COMMD7",160.821,186.548,138.14,148.201,210.976,131.731,171.417,205.725,145.821,181.255,222.577,143.193,166.893,196.239,133.689,171.486,195.29,134.931,167.908,210.825,130.689,160.452,204.889,133.162
"COMMD8",31.8834,27.0362,30.3469,37.7798,32.2889,34.1573,32.4745,36.5957,26.7295,36.1396,36.2376,32.7423,30.0697,33.6724,30.4637,29.0174,31.8032,32.0982,34.2308,38.8754,28.7963,31.5798,29.5716,23.1637
"COMMD9",113.587,117.498,115.706,106.038,116.99,118.636,119.108,120.522,114.59,124.165,116.662,129.679,118.952,105.469,113.408,109.474,112.223,122.63,121.908,112.515,130.784,108.986,126.326,133.792
"COMT",2241.22,2244.47,2329.18,2312.72,2375.32,2432.4,2222.39,2263.31,2244.51,2270.12,2284.77,2378.99,2277.54,2232.68,2266.03,2316.88,2360.67,2406.01,2237.14,2247.17,2375.47,2066.82,2228.88,2111.43
"COMTD1",128.103,135.882,130.253,149.76,142.62,131.067,126.311,122.936,116.13,133.253,128.142,108.606,129.245,138.484,136.106,137.703,139.81,125.992,114.853,115.444,122.975,145.154,141.847,120.102
"COPA",7650.52,7759.99,7734.32,7719.26,7804.99,7694.58,7663.86,7454.81,7667.84,7604.28,7635.73,7431.46,7812.82,7781.1,7741.41,7840.6,7810.91,7692.21,7744.46,7858.98,7757.34,7650.91,7225.41,7378.52
"COPB1",4996.75,4924.69,4972.37,5134.23,5000.49,4934.51,4925.1,4732.9,4807.54,5256.52,4789.88,4677.98,5127.49,4950.34,4971.9,5171.11,5056.51,4998.02,5038.82,5045.37,5087.23,5145.76,5032.71,5008.9
"COPB2",5267.37,5070.23,5048.28,5380.31,5428.36,5273.99,5154.22,5008.53,5047.59,5131.58,4956.68,4847.94,5312.79,5242.59,5124.8,5246.63,5255.61,5144.07,5335.23,5268.95,5366.45,5336.64,5175.18,5180.12
